,Municipio,Notificados,Confirmados,Clinico Epidemiologico,Participacao por Municipio,Incidencia,Obitos,Letalidade,Mortalidade,Data
1674,Anamã,321.0,206.0,0.0,0.42%,1513.15,0.0,0.00%,0,2020-06-06 00:00:00
1675,Urucurituba,584.0,198.0,0.0,0.41%,858.44,2.0,1.01%,8.67,2020-06-06 00:00:00
1676,Eirunepé,500.0,179.0,0.0,0.37%,507.47,0.0,0.00%,0,2020-06-06 00:00:00
1677,Novo Airão,452.0,176.0,0.0,0.36%,904.7,5.0,2.84%,25.7,2020-06-06 00:00:00
1678,Humaitá,592.0,174.0,0.0,0.36%,315.9,2.0,1.15%,3.63,2020-06-06 00:00:00
1679,Atalaia do Norte,168.0,159.0,0.0,0.33%,798.15,1.0,0.63%,5.02,2020-06-06 00:00:00
1680,Manaquiri,280.0,152.0,1.0,0.31%,473.45,6.0,3.95%,18.69,2020-06-06 00:00:00
1681,Jutaí,349.0,149.0,7.0,0.31%,1040.72,11.0,7.38%,76.83,2020-06-06 00:00:00
1682,Silves,280.0,137.0,2.0,0.28%,1493.84,4.0,2.92%,43.62,2020-06-06 00:00:00
1683,Japurá,290.0,133.0,47.0,0.27%,4827.59,0.0,0.00%,0,2020-06-06 00:00:00
1684,Nova Olinda do Norte,172.0,131.0,4.0,0.27%,350.47,11.0,8.40%,29.43,2020-06-06 00:00:00
1685,São Sebastião do Uatumã,230.0,128.0,0.0,0.26%,912.98,1.0,0.78%,7.13,2020-06-06 00:00:00
1686,Maraã,339.0,116.0,23.0,0.24%,636.52,1.0,0.86%,5.49,2020-06-06 00:00:00
1687,Caapiranga,217.0,108.0,0.0,0.22%,825.62,2.0,1.85%,15.29,2020-06-06 00:00:00
1688,Lábrea,187.0,94.0,2.0,0.19%,204.04,0.0,0.00%,0,2020-06-06 00:00:00
1689,Boa Vista do Ramos,204.0,90.0,3.0,0.18%,468.58,2.0,2.22%,10.41,2020-06-06 00:00:00
1690,Juruá,391.0,72.0,0.0,0.15%,489.4,0.0,0.00%,0,2020-06-06 00:00:00
1691,Codajás,117.0,70.0,0.0,0.14%,244.44,2.0,2.86%,6.98,2020-06-06 00:00:00
1692,Nhamundá,140.0,67.0,1.0,0.14%,316.44,2.0,2.99%,9.45,2020-06-06 00:00:00
1693,Pauini,75.0,67.0,0.0,0.14%,344.9,0.0,0.00%,0,2020-06-06 00:00:00
1694,Manicoré,529.0,65.0,17.0,0.13%,116.59,2.0,3.08%,3.59,2020-06-06 00:00:00
1695,Careiro da Várzea,139.0,54.0,0.0,0.11%,178.66,1.0,1.85%,3.31,2020-06-06 00:00:00
1696,Guajará,90.0,54.0,0.0,0.11%,323.78,1.0,1.85%,6,2020-06-06 00:00:00
1697,Santa Isabel do Rio Negro,107.0,43.0,0.0,0.09%,170.93,1.0,2.33%,3.98,2020-06-06 00:00:00
1698,Canutama,114.0,36.0,0.0,0.07%,230.34,0.0,0.00%,0,2020-06-06 00:00:00
1699,Apuí,144.0,27.0,0.0,0.06%,122.88,0.0,0.00%,0,2020-06-06 00:00:00
1700,Itamarati,35.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-06 00:00:00
1701,Envira***,11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-06 00:00:00
1702,Ipixuna***,18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-06 00:00:00
1703,Manaus,54082,20422,125.0,42.84%,935.6,1432,7.01%,65.6,2020-06-05 00:00:00
1704,INTERIOR,50887,27244,276.0,57.16%,1388.7,767.0,2.82%,39.1,2020-06-05 00:00:00
1705,Manacapuru,6.343999999999999,2.61,12.0,5.48%,2680.3,107.0,4.10%,109.88,2020-06-05 00:00:00
1706,São Gabriel da Cachoeira,2.6260000000000003,2241,23.0,4.70%,4918.36,27.0,1.20%,59.26,2020-06-05 00:00:00
1707,Tefé,2555,2172,60.0,4.56%,3629.13,60.0,2.76%,100.25,2020-06-05 00:00:00
1708,Coari,2.7960000000000003,2077,0.0,4.36%,2440.74,63.0,3.03%,74.03,2020-06-05 00:00:00
1709,Parintins,2761,1548,1.0,3.25%,1354.65,59.0,3.81%,51.63,2020-06-05 00:00:00
1710,Tabatinga,2128,1088,2.0,2.28%,1652.39,60.0,5.51%,91.12,2020-06-05 00:00:00
1711,Benjamin Constant,1659,1044,1.0,2.19%,2428.81,25.0,2.39%,58.16,2020-06-05 00:00:00
1712,Itacoatiara,1781,930.0,0.0,1.95%,917.73,50.0,5.38%,49.34,2020-06-05 00:00:00
1713,Iranduba,1999,841.0,5.0,1.76%,1741.35,26.0,3.09%,53.83,2020-06-05 00:00:00
1714,Santo Antônio do Içá,1162,786.0,2.0,1.65%,3638.55,16.0,2.04%,74.07,2020-06-05 00:00:00
1715,Careiro,1.3940000000000001,737.0,0.0,1.55%,1946.18,13.0,1.76%,34.33,2020-06-05 00:00:00
1716,Maués,1.4340000000000002,720.0,15.0,1.51%,1126.67,29.0,4.03%,45.38,2020-06-05 00:00:00
1717,Autazes,1.04,647.0,1.0,1.36%,1635.28,22.0,3.40%,55.6,2020-06-05 00:00:00
1718,Rio Preto da Eva,2261,559.0,6.0,1.17%,1676.31,11.0,1.97%,32.99,2020-06-05 00:00:00
1719,Barcelos,1188,546.0,0.0,1.15%,1985.31,18.0,3.30%,65.45,2020-06-05 00:00:00
1720,Presidente Figueiredo,1329,518.0,0.0,1.09%,1427.82,16.0,3.09%,44.1,2020-06-05 00:00:00
1721,São Paulo de Olivença,895.0,477.0,1.0,1.00%,1213.77,12.0,2.52%,30.54,2020-06-05 00:00:00
1722,Boca do Acre,898.0,466.0,0.0,0.98%,1358.28,7.0,1.50%,20.4,2020-06-05 00:00:00
1723,Tapauá,1165,456.0,0.0,0.96%,2657.96,3.0,0.66%,17.49,2020-06-05 00:00:00
1724,Anori,690.0,416.0,0.0,0.87%,1980.01,5.0,1.20%,23.8,2020-06-05 00:00:00
1725,Itapiranga,377.0,377.0,1.0,0.79%,4121.12,5.0,1.33%,54.66,2020-06-05 00:00:00
1726,Beruri,380.0,374.0,1.0,0.78%,1900.5,5.0,1.34%,25.41,2020-06-05 00:00:00
1727,Alvarães,613.0,368.0,0.0,0.77%,2294.12,10.0,2.72%,62.34,2020-06-05 00:00:00
1728,Barreirinha,595.0,360.0,0.0,0.76%,1123.56,4.0,1.11%,12.48,2020-06-05 00:00:00
1729,Amaturá,330.0,329.0,0.0,0.69%,2851.94,8.0,2.43%,69.35,2020-06-05 00:00:00
1730,Borba,750.0,300.0,3.0,0.63%,728.85,14.0,4.67%,34.01,2020-06-05 00:00:00
1731,Fonte Boa,370.0,293.0,31.0,0.61%,1663.92,10.0,3.41%,56.79,2020-06-05 00:00:00
1732,Tonantins,590.0,292.0,1.0,0.61%,1556.92,12.0,4.11%,63.98,2020-06-05 00:00:00
1733,Carauari,983.0,284.0,0.0,0.60%,1003.75,2.0,0.70%,7.07,2020-06-05 00:00:00
1734,Urucará,528.0,243.0,3.0,0.51%,1494.83,3.0,1.23%,18.45,2020-06-05 00:00:00
1735,Uarini,238.0,235.0,0.0,0.49%,1735.6,1.0,0.43%,7.39,2020-06-05 00:00:00
1736,Novo Aripuanã,271.0,212.0,0.0,0.44%,826.7,7.0,3.30%,27.3,2020-06-05 00:00:00
1737,Anamã,318.0,204.0,0.0,0.43%,1498.46,0.0,0.00%,0,2020-06-05 00:00:00
1738,Urucurituba,574.0,186.0,0.0,0.39%,806.42,2.0,1.08%,8.67,2020-06-05 00:00:00
1739,Eirunepé,500.0,179.0,0.0,0.38%,507.47,0.0,0.00%,0,2020-06-05 00:00:00
1740,Novo Airão,429.0,172.0,0.0,0.36%,884.14,5.0,2.91%,25.7,2020-06-05 00:00:00
1741,Jutaí,344.0,147.0,7.0,0.31%,1026.75,11.0,7.48%,76.83,2020-06-05 00:00:00
1742,Humaitá,540.0,143.0,0.0,0.30%,259.62,2.0,1.40%,3.63,2020-06-05 00:00:00
1743,Manaquiri,275.0,141.0,1.0,0.30%,439.18,6.0,4.26%,18.69,2020-06-05 00:00:00
1744,Silves,275.0,137.0,2.0,0.29%,1493.84,4.0,2.92%,43.62,2020-06-05 00:00:00
1745,Nova Olinda do Norte,167.0,127.0,4.0,0.27%,339.77,11.0,8.66%,29.43,2020-06-05 00:00:00
1746,Japurá,278.0,126.0,47.0,0.26%,4573.5,0.0,0.00%,0,2020-06-05 00:00:00
1747,São Sebastião do Uatumã,216.0,124.0,0.0,0.26%,884.45,1.0,0.81%,7.13,2020-06-05 00:00:00
1748,Atalaia do Norte,121.0,119.0,0.0,0.25%,597.36,1.0,0.84%,5.02,2020-06-05 00:00:00
1749,Maraã,334.0,111.0,23.0,0.23%,609.09,1.0,0.90%,5.49,2020-06-05 00:00:00
1750,Caapiranga,213.0,107.0,0.0,0.22%,817.98,2.0,1.87%,15.29,2020-06-05 00:00:00
1751,Boa Vista do Ramos,179.0,83.0,3.0,0.17%,432.13,2.0,2.41%,10.41,2020-06-05 00:00:00
1752,Lábrea,179.0,77.0,2.0,0.16%,167.14,0.0,0.00%,0,2020-06-05 00:00:00
1753,Codajás,113.0,68.0,0.0,0.14%,237.46,2.0,2.94%,6.98,2020-06-05 00:00:00
1754,Manicoré,521.0,65.0,17.0,0.14%,116.59,2.0,3.08%,3.59,2020-06-05 00:00:00
1755,Nhamundá,135.0,61.0,1.0,0.13%,288.1,2.0,3.28%,9.45,2020-06-05 00:00:00
1756,Pauini,70.0,60.0,0.0,0.13%,308.86,0.0,0.00%,0,2020-06-05 00:00:00
1757,Guajará,90.0,54.0,0.0,0.11%,323.78,1.0,1.85%,6,2020-06-05 00:00:00
1758,Careiro da Várzea,137.0,53.0,0.0,0.11%,175.35,1.0,1.89%,3.31,2020-06-05 00:00:00
1759,Juruá,325.0,44.0,0.0,0.09%,299.08,0.0,0.00%,0,2020-06-05 00:00:00
1760,Santa Isabel do Rio Negro,107.0,43.0,0.0,0.09%,170.93,1.0,2.33%,3.98,2020-06-05 00:00:00
1761,Canutama,109.0,36.0,0.0,0.08%,230.34,0.0,0.00%,0,2020-06-05 00:00:00
1762,Apuí,144.0,27.0,0.0,0.06%,122.88,0.0,0.00%,0,2020-06-05 00:00:00
1763,Itamarati,35.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-05 00:00:00
1764,Envira***,11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-05 00:00:00
1765,Ipixuna***,18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-05 00:00:00
1766,Manaus,52.75100000000001,19962,125.0,42.95%,914.53,1417,7.10%,64.92,2020-06-04 00:00:00
1767,INTERIOR,48543,26511,272.0,57.05%,1351.34,741.0,2.80%,37.77,2020-06-04 00:00:00
1768,Manacapuru,6289,2591,11.0,5.58%,2660.79,101.0,3.90%,103.72,2020-06-04 00:00:00
1769,São Gabriel da Cachoeira,2616,2.2319999999999998,23.0,4.80%,4898.6,26.0,1.16%,57.06,2020-06-04 00:00:00
1770,Tefé,2259,2106,60.0,4.53%,3518.86,60.0,2.85%,100.25,2020-06-04 00:00:00
1771,Coari,2.6,2066,0.0,4.45%,2427.82,59.0,2.86%,69.33,2020-06-04 00:00:00
1772,Parintins,2211,1.49,1.0,3.21%,1303.9,58.0,3.89%,50.76,2020-06-04 00:00:00
1773,Tabatinga,2.1180000000000003,1072,2.0,2.31%,1628.09,60.0,5.60%,91.12,2020-06-04 00:00:00
1774,Benjamin Constant,1635,1.02,1.0,2.19%,2372.98,25.0,2.45%,58.16,2020-06-04 00:00:00
1775,Itacoatiara,1.6969999999999998,879.0,0.0,1.89%,867.4,45.0,5.12%,44.41,2020-06-04 00:00:00
1776,Santo Antônio do Içá,1143,759.0,2.0,1.63%,3513.56,16.0,2.11%,74.07,2020-06-04 00:00:00
1777,Iranduba,1809,739.0,4.0,1.59%,1530.15,26.0,3.52%,53.83,2020-06-04 00:00:00
1778,Careiro,1391,734.0,0.0,1.58%,1938.26,13.0,1.77%,34.33,2020-06-04 00:00:00
1779,Maués,1391,705.0,15.0,1.52%,1103.2,29.0,4.11%,45.38,2020-06-04 00:00:00
1780,Autazes,1014,633.0,1.0,1.36%,1599.9,22.0,3.48%,55.6,2020-06-04 00:00:00
1781,Rio Preto da Eva,2251,553.0,5.0,1.19%,1658.32,11.0,1.99%,32.99,2020-06-04 00:00:00
1782,Barcelos,1178,534.0,0.0,1.15%,1941.68,17.0,3.18%,61.81,2020-06-04 00:00:00
1783,Presidente Figueiredo,1298,501.0,0.0,1.08%,1380.96,16.0,3.19%,44.1,2020-06-04 00:00:00
1784,São Paulo de Olivença,860.0,468.0,1.0,1.01%,1190.87,11.0,2.35%,27.99,2020-06-04 00:00:00
1785,Boca do Acre,873.0,456.0,0.0,0.98%,1329.14,6.0,1.32%,17.49,2020-06-04 00:00:00
1786,Tapauá,1117,439.0,0.0,0.94%,2558.87,3.0,0.68%,17.49,2020-06-04 00:00:00
1787,Anori,690.0,403.0,0.0,0.87%,1918.13,5.0,1.24%,23.8,2020-06-04 00:00:00
1788,Beruri,376.0,374.0,1.0,0.80%,1900.5,5.0,1.34%,25.41,2020-06-04 00:00:00
1789,Itapiranga,377.0,372.0,1.0,0.80%,4066.46,4.0,1.08%,43.73,2020-06-04 00:00:00
1790,Alvarães,538.0,367.0,0.0,0.79%,2287.89,10.0,2.72%,62.34,2020-06-04 00:00:00
1791,Barreirinha,579.0,343.0,0.0,0.74%,1070.5,4.0,1.17%,12.48,2020-06-04 00:00:00
1792,Amaturá,326.0,326.0,0.0,0.70%,2825.94,8.0,2.45%,69.35,2020-06-04 00:00:00
1793,Fonte Boa,365.0,293.0,31.0,0.63%,1663.92,10.0,3.41%,56.79,2020-06-04 00:00:00
1794,Tonantins,585.0,292.0,1.0,0.63%,1556.92,12.0,4.11%,63.98,2020-06-04 00:00:00
1795,Borba,665.0,275.0,2.0,0.59%,668.11,14.0,5.09%,34.01,2020-06-04 00:00:00
1796,Carauari,938.0,264.0,0.0,0.57%,933.06,2.0,0.76%,7.07,2020-06-04 00:00:00
1797,Urucará,526.0,241.0,3.0,0.52%,1482.53,2.0,0.83%,12.3,2020-06-04 00:00:00
1798,Uarini,212.0,208.0,0.0,0.45%,1536.19,0.0,0.00%,0,2020-06-04 00:00:00
1799,Novo Aripuanã,271.0,205.0,0.0,0.44%,799.41,7.0,3.41%,27.3,2020-06-04 00:00:00
1800,Anamã,306.0,197.0,0.0,0.42%,1447.04,0.0,0.00%,0,2020-06-04 00:00:00
1801,Eirunepé,409.0,177.0,0.0,0.38%,501.8,0.0,0.00%,0,2020-06-04 00:00:00
1802,Urucurituba,537.0,175.0,0.0,0.38%,758.73,2.0,1.14%,8.67,2020-06-04 00:00:00
1803,Novo Airão,414.0,165.0,0.0,0.36%,848.15,5.0,3.03%,25.7,2020-06-04 00:00:00
1804,Jutaí,339.0,146.0,7.0,0.31%,1019.77,10.0,6.85%,69.85,2020-06-04 00:00:00
1805,Manaquiri,270.0,140.0,1.0,0.30%,436.07,6.0,4.29%,18.69,2020-06-04 00:00:00
1806,Silves,273.0,135.0,2.0,0.29%,1472.03,4.0,2.96%,43.62,2020-06-04 00:00:00
1807,Humaitá,463.0,123.0,0.0,0.26%,223.31,2.0,1.63%,3.63,2020-06-04 00:00:00
1808,Nova Olinda do Norte,167.0,123.0,4.0,0.26%,329.07,9.0,7.32%,24.08,2020-06-04 00:00:00
1809,Japurá,270.0,122.0,47.0,0.26%,4428.31,0.0,0.00%,0,2020-06-04 00:00:00
1810,São Sebastião do Uatumã,180.0,119.0,0.0,0.26%,848.79,1.0,0.84%,7.13,2020-06-04 00:00:00
1811,Maraã,329.0,109.0,23.0,0.23%,598.11,1.0,0.92%,5.49,2020-06-04 00:00:00
1812,Caapiranga,210.0,104.0,0.0,0.22%,795.05,2.0,1.92%,15.29,2020-06-04 00:00:00
1813,Atalaia do Norte,94.0,89.0,0.0,0.19%,446.76,1.0,1.12%,5.02,2020-06-04 00:00:00
1814,Boa Vista do Ramos,161.0,78.0,3.0,0.17%,406.1,2.0,2.56%,10.41,2020-06-04 00:00:00
1815,Lábrea,171.0,70.0,2.0,0.15%,151.95,0.0,0.00%,0,2020-06-04 00:00:00
1816,Manicoré,498.0,62.0,17.0,0.13%,111.21,2.0,3.23%,3.59,2020-06-04 00:00:00
1817,Codajás,107.0,61.0,0.0,0.13%,213.01,2.0,3.28%,6.98,2020-06-04 00:00:00
1818,Pauini,65.0,60.0,0.0,0.13%,308.86,0.0,0.00%,0,2020-06-04 00:00:00
1819,Nhamundá,130.0,59.0,1.0,0.13%,278.66,2.0,3.39%,9.45,2020-06-04 00:00:00
1820,Careiro da Várzea,134.0,52.0,0.0,0.11%,172.04,1.0,1.92%,3.31,2020-06-04 00:00:00
1821,Guajará,87.0,51.0,0.0,0.11%,305.79,1.0,1.96%,6,2020-06-04 00:00:00
1822,Juruá,320.0,44.0,0.0,0.09%,299.08,0.0,0.00%,0,2020-06-04 00:00:00
1823,Santa Isabel do Rio Negro,107.0,43.0,0.0,0.09%,170.93,1.0,2.33%,3.98,2020-06-04 00:00:00
1824,Canutama,104.0,36.0,0.0,0.08%,230.34,0.0,0.00%,0,2020-06-04 00:00:00
1825,Apuí,139.0,27.0,0.0,0.06%,122.88,0.0,0.00%,0,2020-06-04 00:00:00
1826,Itamarati,33.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-04 00:00:00
1827,Envira***,11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-04 00:00:00
1828,Ipixuna***,18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-04 00:00:00
1829,Manaus,50045,19043,125.0,42.94%,872.43,1406,7.39%,64.46,2020-06-03 00:00:00
1830,INTERIOR,47464,25304,69.0,57.06%,1289.81,731.0,2.89%,37.26,2020-06-03 00:00:00
1831,Manacapuru,6277,2553,2.0,5.76%,2621.77,99.0,3.88%,101.67,2020-06-03 00:00:00
1832,Coari,2.6,2062,0.0,4.65%,2423.12,57.0,2.76%,66.98,2020-06-03 00:00:00
1833,Tefé,2144,2027,0.0,4.57%,3386.86,59.0,2.91%,98.58,2020-06-03 00:00:00
1834,São Gabriel da Cachoeira,2226,1873,0.0,4.22%,4110.7,26.0,1.39%,57.06,2020-06-03 00:00:00
1835,Parintins,2145,1.4240000000000002,0.0,3.21%,1246.14,58.0,4.07%,50.76,2020-06-03 00:00:00
1836,Benjamin Constant,1.5730000000000002,982.0,1.0,2.21%,2284.57,24.0,2.44%,55.83,2020-06-03 00:00:00
1837,Tabatinga,2.1180000000000003,983.0,0.0,2.22%,1492.92,60.0,6.10%,91.12,2020-06-03 00:00:00
1838,Itacoatiara,1.6230000000000002,845.0,0.0,1.91%,833.85,45.0,5.33%,44.41,2020-06-03 00:00:00
1839,Santo Antônio do Içá,1137,732.0,2.0,1.65%,3388.58,14.0,1.91%,64.81,2020-06-03 00:00:00
1840,Maués,1357,696.0,12.0,1.57%,1089.12,29.0,4.17%,45.38,2020-06-03 00:00:00
1841,Careiro,1.3659999999999999,727.0,0.0,1.64%,1919.78,13.0,1.79%,34.33,2020-06-03 00:00:00
1842,Iranduba,1734,707.0,1.0,1.59%,1463.89,26.0,3.68%,53.83,2020-06-03 00:00:00
1843,Autazes,971.0,610.0,0.0,1.38%,1541.77,22.0,3.61%,55.6,2020-06-03 00:00:00
1844,Rio Preto da Eva,2251,547.0,1.0,1.23%,1640.33,11.0,2.01%,32.99,2020-06-03 00:00:00
1845,Barcelos,1219,518.0,0.0,1.17%,1883.5,16.0,3.09%,58.18,2020-06-03 00:00:00
1846,São Paulo de Olivença,827.0,448.0,0.0,1.01%,1139.98,11.0,2.46%,27.99,2020-06-03 00:00:00
1847,Presidente Figueiredo,1.25,491.0,0.0,1.11%,1353.4,16.0,3.26%,44.1,2020-06-03 00:00:00
1848,Boca do Acre,837.0,439.0,0.0,0.99%,1279.58,6.0,1.37%,17.49,2020-06-03 00:00:00
1849,Tapauá,1075,424.0,0.0,0.96%,2471.44,3.0,0.71%,17.49,2020-06-03 00:00:00
1850,Anori,690.0,391.0,0.0,0.88%,1861.02,5.0,1.28%,23.8,2020-06-03 00:00:00
1851,Itapiranga,360.0,345.0,0.0,0.78%,3771.32,4.0,1.16%,43.73,2020-06-03 00:00:00
1852,Barreirinha,542.0,331.0,0.0,0.75%,1033.05,4.0,1.21%,12.48,2020-06-03 00:00:00
1853,Amaturá,321.0,321.0,0.0,0.72%,2782.59,8.0,2.49%,69.35,2020-06-03 00:00:00
1854,Carauari,908.0,254.0,0.0,0.57%,897.72,2.0,0.79%,7.07,2020-06-03 00:00:00
1855,Fonte Boa,365.0,282.0,19.0,0.64%,1601.45,10.0,3.55%,56.79,2020-06-03 00:00:00
1856,Borba,647.0,260.0,1.0,0.59%,631.67,13.0,5.00%,31.58,2020-06-03 00:00:00
1857,Tonantins,554.0,278.0,0.0,0.63%,1482.27,12.0,4.32%,63.98,2020-06-03 00:00:00
1858,Beruri,376.0,374.0,0.0,0.84%,1900.5,5.0,1.34%,25.41,2020-06-03 00:00:00
1859,Urucará,521.0,236.0,0.0,0.53%,1451.77,2.0,0.85%,12.3,2020-06-03 00:00:00
1860,Anamã,296.0,193.0,0.0,0.44%,1417.66,0.0,0.00%,0,2020-06-03 00:00:00
1861,Novo Aripuanã,271.0,204.0,0.0,0.46%,795.51,7.0,3.43%,27.3,2020-06-03 00:00:00
1862,Alvarães,540.0,333.0,0.0,0.75%,2075.93,10.0,3.00%,62.34,2020-06-03 00:00:00
1863,Eirunepé,460.0,174.0,0.0,0.39%,493.3,0.0,0.00%,0,2020-06-03 00:00:00
1864,Novo Airão,392.0,158.0,0.0,0.36%,812.17,5.0,3.16%,25.7,2020-06-03 00:00:00
1865,Silves,272.0,134.0,1.0,0.30%,1461.13,4.0,2.99%,43.62,2020-06-03 00:00:00
1866,Manaquiri,270.0,137.0,0.0,0.31%,426.72,6.0,4.38%,18.69,2020-06-03 00:00:00
1867,Urucurituba,507.0,170.0,0.0,0.38%,737.05,2.0,1.18%,8.67,2020-06-03 00:00:00
1868,Uarini,185.0,185.0,0.0,0.42%,1366.32,0.0,0.00%,0,2020-06-03 00:00:00
1869,Jutaí,339.0,138.0,0.0,0.31%,963.89,10.0,7.25%,69.85,2020-06-03 00:00:00
1870,Nova Olinda do Norte,167.0,118.0,3.0,0.27%,315.69,9.0,7.63%,24.08,2020-06-03 00:00:00
1871,Maraã,329.0,105.0,23.0,0.24%,576.16,1.0,0.95%,5.49,2020-06-03 00:00:00
1872,Caapiranga,206.0,94.0,0.0,0.21%,718.6,2.0,2.13%,15.29,2020-06-03 00:00:00
1873,Boa Vista do Ramos,149.0,76.0,0.0,0.17%,395.69,2.0,2.63%,10.41,2020-06-03 00:00:00
1874,Japurá,271.0,118.0,0.0,0.27%,4283.12,0.0,0.00%,0,2020-06-03 00:00:00
1875,Manicoré,486.0,62.0,0.0,0.14%,111.21,2.0,3.23%,3.59,2020-06-03 00:00:00
1876,São Sebastião do Uatumã,180.0,109.0,0.0,0.25%,777.46,1.0,0.92%,7.13,2020-06-03 00:00:00
1877,Lábrea,162.0,64.0,2.0,0.14%,138.92,0.0,0.00%,0,2020-06-03 00:00:00
1878,Nhamundá,130.0,56.0,1.0,0.13%,264.49,2.0,3.57%,9.45,2020-06-03 00:00:00
1879,Careiro da Várzea,134.0,52.0,0.0,0.12%,172.04,1.0,1.92%,3.31,2020-06-03 00:00:00
1880,Codajás,107.0,59.0,0.0,0.13%,206.03,2.0,3.39%,6.98,2020-06-03 00:00:00
1881,Humaitá,452.0,109.0,0.0,0.25%,197.89,2.0,1.83%,3.63,2020-06-03 00:00:00
1882,Guajará,75.0,46.0,0.0,0.10%,275.81,1.0,2.17%,6,2020-06-03 00:00:00
1883,Santa Isabel do Rio Negro,107.0,41.0,0.0,0.09%,162.98,1.0,2.44%,3.98,2020-06-03 00:00:00
1884,Juruá,320.0,44.0,0.0,0.10%,299.08,0.0,0.00%,0,2020-06-03 00:00:00
1885,Canutama,104.0,30.0,0.0,0.07%,191.95,0.0,0.00%,0,2020-06-03 00:00:00
1886,Apuí,139.0,27.0,0.0,0.06%,122.88,0.0,0.00%,0,2020-06-03 00:00:00
1887,Pauini,269.0,60.0,0.0,0.14%,308.86,0.0,0.00%,0,2020-06-03 00:00:00
1888,Atalaia do Norte,69.0,44.0,0.0,0.10%,220.87,1.0,2.27%,5.02,2020-06-03 00:00:00
1889,Itamarati,33.0,4.0,0.0,0.01%,50.95,0.0,0.00%,0,2020-06-03 00:00:00
1890,Envira***,11.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-03 00:00:00
1891,Ipixuna***,18.0,0.0,0.0,0.00%,0,0.0,0.00%,0,2020-06-03 00:00:00
1892,Manaus,49841,18981,125.0,43.94%,869.59,1390,7.32%,63.68,2020-06-02 00:00:00
1893,INTERIOR,45041,24214,69.0,56.06%,1234.25,712.0,2.94%,36.29,2020-06-02 00:00:00
1894,Manacapuru,5483,2437,2.0,5.64%,2502.64,96.0,3.94%,98.59,2020-06-02 00:00:00
1895,Coari,2.47,2062,0.0,4.77%,2423.12,55.0,2.67%,64.63,2020-06-02 00:00:00
1896,Tefé,2.0980000000000003,1935,0.0,4.48%,3233.14,59.0,3.05%,98.58,2020-06-02 00:00:00
1897,São Gabriel da Cachoeira,2.2,1864,0.0,4.32%,4090.95,23.0,1.23%,50.48,2020-06-02 00:00:00
1898,Parintins,2084,1.3630000000000002,0.0,3.16%,1192.76,58.0,4.26%,50.76,2020-06-02 00:00:00
1899,Benjamin Constant,1467,910.0,1.0,2.11%,2117.07,24.0,2.64%,55.83,2020-06-02 00:00:00
1900,Tabatinga,2108,943.0,0.0,2.18%,1432.17,58.0,6.15%,88.09,2020-06-02 00:00:00
1901,Itacoatiara,1533,817.0,0.0,1.89%,806.22,45.0,5.51%,44.41,2020-06-02 00:00:00
1902,Santo Antônio do Içá,1127,732.0,2.0,1.69%,3388.58,14.0,1.91%,64.81,2020-06-02 00:00:00
1903,Maués,1.35,694.0,12.0,1.61%,1085.99,29.0,4.18%,45.38,2020-06-02 00:00:00
1904,Careiro,1311,700.0,0.0,1.62%,1848.48,13.0,1.86%,34.33,2020-06-02 00:00:00
1905,Iranduba,1652,680.0,1.0,1.57%,1407.98,23.0,3.38%,47.62,2020-06-02 00:00:00
1906,Autazes,947.0,582.0,0.0,1.35%,1471,22.0,3.78%,55.6,2020-06-02 00:00:00
1907,Rio Preto da Eva,2241,536.0,1.0,1.24%,1607.34,11.0,2.05%,32.99,2020-06-02 00:00:00
1908,Barcelos,1168,484.0,0.0,1.12%,1759.87,16.0,3.31%,58.18,2020-06-02 00:00:00
1909,São Paulo de Olivença,811.0,433.0,0.0,1.00%,1101.81,11.0,2.54%,27.99,2020-06-02 00:00:00
1910,Presidente Figueiredo,1206,468.0,0.0,1.08%,1290,16.0,3.42%,44.1,2020-06-02 00:00:00
1911,Boca do Acre,807.0,422.0,0.0,0.98%,1230.03,6.0,1.42%,17.49,2020-06-02 00:00:00
1912,Tapauá,1026,402.0,0.0,0.93%,2343.2,3.0,0.75%,17.49,2020-06-02 00:00:00
1913,Anori,690.0,380.0,0.0,0.88%,1808.66,4.0,1.05%,19.04,2020-06-02 00:00:00
1914,Itapiranga,355.0,345.0,0.0,0.80%,3771.32,4.0,1.16%,43.73,2020-06-02 00:00:00
1915,Barreirinha,537.0,310.0,0.0,0.72%,967.51,4.0,1.29%,12.48,2020-06-02 00:00:00
1916,Amaturá,321.0,317.0,0.0,0.73%,2747.92,8.0,2.52%,69.35,2020-06-02 00:00:00
1917,Carauari,897.0,245.0,0.0,0.57%,865.91,2.0,0.82%,7.07,2020-06-02 00:00:00
